Id,Title,URL,Date,Description,Categories,Image URL,Source
101,"Polémica por las ""actividades para la mujer"" de Tomelloso:  corte y confección, cocina o estética",,No Publication Date,"El alcalde de la localidad ha respondido a las acusaciones indicando que se trata de una programación mantenida desde 2022, cuando la formación socialista gobernaba en el municipio&nbsp;<a href=""https://www.elmundo.es/espana/2024/02/07/65c3371efdddff7e128b4570.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Castilla-La Mancha', 'Ciudad Real']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
102,"San Millán, el mago de Pogacar que hace volar al Athletic",,No Publication Date,"El fisiólogo, profesor en la Universidad de Colorado y preparador del equipo UAE, es desde octubre el responsable del departamento de Rendimiento del club bilbaíno.&nbsp;<a href=""https://www.elmundo.es/deportes/futbol/copa-del-rey/2024/02/06/65c26b8e21efa073318b4589.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['deportes', 'Fútbol', 'ciclismo', 'Athletic de Bilbao', 'Copa del Rey', 'Atlético de Madrid', 'Artículos Pablo de la Calle']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
103,El Mallorca y la Real se enredan en el miedo y el error,,No Publication Date,"El férreo equipo de Aguirre atascó a los donostiarras, que desperdiciaron tres grandes ocasiones en las botas de Sadiq.&nbsp;<a href=""https://www.elmundo.es/deportes/futbol/copa-del-rey/2024/02/06/65c2a388fc6c831f368b456e.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['deportes', 'fútbol', 'Copa del Rey', 'RCD Mallorca', 'Real Sociedad', 'Álex Remiro', 'Takefusa Kubo', 'Imanol Alguacil', 'Javier Aguirre', 'Artículos Inma Lidón']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
104,"Joana Sanz, la mujer de Alves, sobre la noche del Sutton: ""Llegó muy borracho, se desplomó en la cama""",,No Publication Date,"Varios mossos que atendieron a la víctima confirman el estado de shock y el ""terror"" en el que se encontraba: ""Nos dijo que no quería dinero, quería justicia""&nbsp;<a href=""https://www.elmundo.es/deportes/2024/02/06/65c24e9ee4d4d80a0b8b45ae.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>",['Artículos Cristina Rubio'],http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
105,"Richard Ford: ""Escribir es un ejercicio de resistencia frente a la muerte""",,No Publication Date,"El narrador estadounidense abre hoy en Málaga la tercera edición del Festival Escribidores como antesala a la publicación en España de su última novela, 'Be Mine', la quinta y última protagonizada por Frank Bascombe&nbsp;<a href=""https://www.elmundo.es/cultura/literatura/2024/02/07/65c26b62e9cf4a56248b457c.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['literatura', 'cultura', 'Málaga']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
106,"Italia, conmocionada por la violación de una niña de 13 años en Catania",,No Publication Date,"Hay seis jóvenes en prisión por la agresión en los aseos de Villa Bellini&nbsp;<a href=""https://www.elmundo.es/internacional/2024/02/06/65c25a12e9cf4ac24e8b459f.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>",['Italia'],http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
107,Una pareja sin carné y con su hija a bordo embiste con su Mercedes a dos coches de Policía en Vallecas e intenta huir en un VTC,,No Publication Date,"Los hechos se han producido en el Bulevar de Peña Gorbea ambos resultaron detenidos&nbsp;<a href=""https://www.elmundo.es/madrid/2024/02/06/65c25813fdddff137d8b45c1.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['Lesiones', 'Madrid', 'Mercedes Benz', 'Vallecas', 'Sucesos', 'Artículos Daniel J. Ollero']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
108,"Los secretos del consomé de Lhardy: 48 horas de cocción, miles de litros al año y un ritual de casi dos siglos",,No Publication Date,"El icónico restaurante madrileño, ahora regentado por Pescaderías Coruñesas, sirve desde hace más de un siglo este reconfortante caldo, haga frío o calor&nbsp;<a href=""https://www.elmundo.es/metropoli/gastronomia/2024/02/07/65b8ef5de9cf4abd3f8b459a.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>",['Artículos Luis Blasco'],http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
109,La renuncia de Miss Japón que desnuda el sexismo de la sociedad japonesa,,No Publication Date,"Karolina Shiino, nacionalizada japonesa pero nacida en Ucrania, devuelve su corona del certamen de belleza tras verse envuelta en un escándalo por haber sido pareja de un hombre casado&nbsp;<a href=""https://www.elmundo.es/internacional/2024/02/07/65c24741fc6c83db688b45a2.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['internacional', 'Mundo', 'Asia', 'Japón', 'belleza', 'La mirada del corresponsal', 'Artículos Lucas de la Cal']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
110,¿Qué puede aportar la inteligencia artificial al escaneo de los alimentos en el supermercado?,,No Publication Date,"Hablamos con el creador de Carmen AI, un híbrido entre la app Yuka y ChatGPT, que quiere ayudar a hacer la compra de forma más saludable para comer mejor&nbsp;<a href=""https://www.elmundo.es/vida-sana/cuerpo/2024/02/07/65c2375921efa0c03f8b45d7.html"">Leer</a><img src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" alt=""""/>","['HBPR', 'Bienestar', 'Estilo de Vida', 'Alimentación saludable', 'Alimentación', 'Artículos Cristina Galafate']",http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&cg=rss-elmundo&ci=es-widgetueditorial&si=http://www.elmundo.es/rss/index.xml,El Mundo
